gas_ppm,accel_g,duration_sec,label,risk_score,risk_level
629.16,4.48,4,critical,65.35,MEDIUM
174.53,3.29,4,warning_fall,32.05,MEDIUM
165.11,1.04,0,normal,1.11,LOW
635.44,3.29,7,critical,59.74,MEDIUM
147.44,1.01,0,normal,0.1,LOW
125.24,1.0,0,normal,0.0,LOW
754.15,1.02,8,warning_gas,44.63,MEDIUM
127.74,3.35,1,warning_fall,25.5,LOW
171.78,0.95,0,normal,1.52,LOW
126.98,1.0,0,normal,0.0,LOW
631.06,3.54,5,critical,58.04,MEDIUM
122.4,0.96,0,normal,0.4,LOW
845.44,4.04,6,critical,75.13,CRITICAL
163.8,0.99,0,normal,0.75,LOW
163.59,1.0,0,normal,0.64,LOW
110.81,1.03,0,normal,0.3,LOW
719.83,3.55,11,critical,72.32,CRITICAL
193.06,1.03,0,normal,2.33,LOW
138.48,1.03,0,normal,0.3,LOW
800.25,3.13,11,critical,71.9,CRITICAL
117.87,2.83,3,warning_fall,24.3,LOW
763.17,0.99,6,warning_gas,40.96,MEDIUM
481.1,1.03,1,warning_gas,17.88,LOW
153.46,1.04,0,normal,0.56,LOW
158.57,3.62,4,warning_fall,34.6,MEDIUM
156.95,3.49,5,warning_fall,35.23,MEDIUM
161.26,1.02,0,normal,0.73,LOW
882.83,3.01,6,critical,66.59,MEDIUM
548.4,1.04,4,warning_gas,27.15,LOW
172.88,0.99,0,normal,1.18,LOW
917.81,4.68,9,critical,90.93,CRITICAL
173.17,1.05,0,normal,1.59,LOW
157.55,2.59,1,warning_fall,18.26,LOW
136.4,0.98,0,normal,0.2,LOW
602.37,1.03,1,warning_gas,23.59,LOW
849.91,4.33,10,critical,86.24,CRITICAL
760.89,0.96,7,warning_gas,43.15,MEDIUM
149.47,0.99,0,normal,0.1,LOW
151.29,0.98,0,normal,0.26,LOW
164.22,1.0,0,normal,0.67,LOW
133.95,0.99,0,normal,0.1,LOW
185.11,1.04,0,normal,2.05,LOW
151.35,1.03,0,normal,0.36,LOW
815.27,0.95,7,warning_gas,45.81,MEDIUM
140.81,0.94,0,normal,0.6,LOW
405.13,1.0,3,warning_gas,18.01,LOW
143.15,0.96,0,normal,0.4,LOW
165.04,1.03,0,normal,1.01,LOW
162.23,1.03,0,normal,0.88,LOW
156.93,0.98,0,normal,0.53,LOW
150.94,1.0,0,normal,0.04,LOW
165.18,3.84,5,warning_fall,39.11,MEDIUM
160.28,1.02,0,normal,0.68,LOW
153.96,0.96,0,normal,0.59,LOW
638.71,1.0,1,warning_gas,25.0,LOW
472.45,1.01,5,warning_gas,25.27,LOW
140.61,0.94,0,normal,0.6,LOW
602.57,1.03,6,warning_gas,33.6,MEDIUM
154.18,1.01,0,normal,0.3,LOW
130.29,0.98,0,normal,0.2,LOW
172.53,0.95,0,normal,1.56,LOW
170.65,1.04,0,normal,1.37,LOW
162.21,0.98,0,normal,0.77,LOW
873.75,1.02,8,warning_gas,50.26,MEDIUM
183.53,1.02,0,normal,1.78,LOW
176.91,1.01,0,normal,1.37,LOW
910.45,1.0,8,warning_gas,51.79,MEDIUM
152.14,3.28,3,warning_fall,28.9,LOW
85.17,1.01,0,normal,0.1,LOW
163.09,1.0,0,normal,0.62,LOW
156.15,1.02,0,normal,0.49,LOW
156.65,1.0,0,normal,0.31,LOW
155.01,0.98,0,normal,0.44,LOW
705.3,1.0,6,warning_gas,38.13,MEDIUM
143.28,1.0,0,normal,0.0,LOW
162.22,3.99,2,warning_fall,34.48,MEDIUM
151.73,1.01,0,normal,0.18,LOW
158.48,3.3,4,warning_fall,31.4,MEDIUM
183.74,1.02,0,normal,1.79,LOW
123.59,1.07,0,normal,0.7,LOW
125.26,1.01,0,normal,0.1,LOW
423.07,0.96,6,warning_gas,25.25,LOW
156.86,3.77,3,warning_fall,34.02,MEDIUM
532.38,0.98,7,warning_gas,32.19,MEDIUM
147.11,1.01,0,normal,0.1,LOW
135.63,1.04,0,normal,0.4,LOW
154.28,0.95,0,normal,0.7,LOW
125.72,1.01,0,normal,0.1,LOW
159.46,1.02,0,normal,0.65,LOW
121.96,0.99,0,normal,0.1,LOW
132.72,3.18,3,warning_fall,27.8,LOW
114.43,1.03,0,normal,0.3,LOW
153.69,1.01,0,normal,0.27,LOW
739.53,4.26,11,critical,80.34,CRITICAL
153.07,1.0,0,normal,0.14,LOW
179.92,1.01,0,normal,1.51,LOW
142.29,1.02,0,normal,0.2,LOW
166.99,0.98,0,normal,1.0,LOW
118.11,1.03,0,normal,0.3,LOW
178.06,1.07,0,normal,2.02,LOW
159.65,1.03,0,normal,0.75,LOW
171.66,1.0,0,normal,1.02,LOW
115.93,1.02,0,normal,0.2,LOW
140.5,0.95,0,normal,0.5,LOW
135.03,1.01,0,normal,0.1,LOW
133.35,3.75,1,warning_fall,29.5,LOW
517.43,1.0,4,warning_gas,25.29,LOW
159.6,4.72,5,warning_fall,47.65,MEDIUM
583.83,0.99,8,warning_gas,36.52,MEDIUM
152.87,2.86,4,warning_fall,26.74,LOW
139.93,0.99,0,normal,0.1,LOW
151.47,0.99,0,normal,0.17,LOW
150.1,1.06,0,normal,0.6,LOW
454.55,0.98,3,warning_gas,20.53,LOW
724.69,0.98,7,warning_gas,41.24,MEDIUM
637.64,0.98,3,warning_gas,29.15,LOW
155.37,4.24,1,warning_fall,34.65,MEDIUM
151.64,1.01,0,normal,0.18,LOW
183.38,1.0,0,normal,1.57,LOW
106.76,3.17,3,warning_fall,27.7,LOW
863.1,1.02,4,warning_gas,41.76,MEDIUM
947.98,1.06,2,warning_gas,42.15,MEDIUM
136.94,3.22,5,warning_fall,32.2,MEDIUM
181.86,1.0,0,normal,1.5,LOW
167.72,3.49,3,warning_fall,31.73,MEDIUM
423.75,0.98,3,warning_gas,19.08,LOW
156.84,1.03,0,normal,0.62,LOW
761.15,3.63,7,critical,69.06,MEDIUM
133.38,1.05,0,normal,0.5,LOW
121.4,1.05,0,normal,0.5,LOW
451.14,1.01,4,warning_gas,22.27,LOW
149.35,1.04,0,normal,0.4,LOW
129.26,1.0,0,normal,0.0,LOW
151.2,1.04,0,normal,0.46,LOW
173.19,0.98,0,normal,1.29,LOW
150.91,0.96,0,normal,0.44,LOW
203.75,3.53,2,warning_fall,31.83,MEDIUM
125.11,1.0,0,normal,0.0,LOW
108.53,1.05,0,normal,0.5,LOW
169.19,0.96,0,normal,1.3,LOW
790.57,4.82,5,critical,78.34,CRITICAL
580.51,1.04,6,warning_gas,32.66,MEDIUM
136.97,0.93,0,normal,0.7,LOW
620.82,0.98,2,warning_gas,26.36,LOW
127.79,0.98,0,normal,0.2,LOW
143.79,0.99,0,normal,0.1,LOW
145.38,0.96,0,normal,0.4,LOW
164.23,0.99,0,normal,0.77,LOW
159.04,3.0,1,warning_fall,22.43,LOW
932.32,1.05,2,warning_gas,41.32,MEDIUM
156.45,1.02,0,normal,0.5,LOW
158.88,1.02,0,normal,0.62,LOW
557.25,0.93,4,warning_gas,27.86,LOW
147.48,1.0,0,normal,0.0,LOW
146.84,0.99,0,normal,0.1,LOW
181.72,0.97,0,normal,1.79,LOW
167.45,0.95,0,normal,1.32,LOW
134.82,1.01,0,normal,0.1,LOW
140.56,1.04,0,normal,0.4,LOW
795.05,4.55,8,critical,81.86,CRITICAL
782.59,0.98,3,warning_gas,35.97,MEDIUM
119.7,1.0,0,normal,0.0,LOW
121.85,0.95,0,normal,0.5,LOW
140.26,1.0,0,normal,0.0,LOW
124.1,1.01,0,normal,0.1,LOW
859.13,3.78,9,critical,79.17,CRITICAL
152.9,3.28,4,warning_fall,30.94,MEDIUM
138.45,3.66,4,warning_fall,34.6,MEDIUM
154.48,0.99,0,normal,0.31,LOW
167.98,3.83,2,warning_fall,33.15,MEDIUM
481.89,0.96,8,warning_gas,32.02,MEDIUM
144.55,0.96,0,normal,0.4,LOW
729.02,1.04,8,warning_gas,43.65,MEDIUM
140.25,1.05,0,normal,0.5,LOW
626.4,3.27,9,critical,63.12,MEDIUM
165.42,1.01,0,normal,0.83,LOW
402.88,1.0,3,warning_gas,17.9,LOW
139.96,1.03,0,normal,0.3,LOW
160.1,1.02,0,normal,0.68,LOW
168.48,1.04,0,normal,1.27,LOW
163.13,1.02,0,normal,0.82,LOW
134.73,0.99,0,normal,0.1,LOW
125.58,1.01,0,normal,0.1,LOW
166.71,0.99,0,normal,0.89,LOW
132.21,0.99,0,normal,0.1,LOW
201.47,0.98,0,normal,2.62,LOW
195.82,3.96,4,warning_fall,39.76,MEDIUM
154.29,2.78,2,warning_fall,22.0,LOW
804.61,1.0,4,warning_gas,38.81,MEDIUM
154.13,3.3,5,warning_fall,33.19,MEDIUM
523.54,0.99,2,warning_gas,21.68,LOW
120.73,1.03,0,normal,0.3,LOW
143.48,0.97,0,normal,0.3,LOW
134.15,0.96,0,normal,0.4,LOW
887.81,1.0,1,warning_gas,36.72,MEDIUM
166.59,1.04,0,normal,1.18,LOW
142.78,1.01,0,normal,0.1,LOW
189.29,0.93,0,normal,2.55,LOW
155.09,1.01,0,normal,0.34,LOW
179.58,2.56,4,warning_fall,24.99,LOW
160.3,0.96,0,normal,0.88,LOW
123.6,1.02,0,normal,0.2,LOW
704.82,1.03,3,warning_gas,32.41,MEDIUM
177.08,0.94,0,normal,1.87,LOW
678.22,1.01,6,warning_gas,36.96,MEDIUM
949.09,0.97,1,warning_gas,39.9,MEDIUM
145.26,1.01,0,normal,0.1,LOW
145.32,0.95,0,normal,0.5,LOW
803.04,1.01,4,warning_gas,38.83,MEDIUM
144.81,1.01,0,normal,0.1,LOW
137.7,3.75,2,warning_fall,31.5,MEDIUM
155.6,1.04,0,normal,0.66,LOW
918.69,1.03,4,warning_gas,44.47,MEDIUM
161.54,1.0,0,normal,0.54,LOW
731.03,0.99,6,warning_gas,39.44,MEDIUM
159.79,0.98,0,normal,0.66,LOW
150.1,1.0,0,normal,0.0,LOW
568.08,1.03,8,warning_gas,35.97,MEDIUM
811.44,1.01,3,warning_gas,37.23,MEDIUM
145.62,0.99,0,normal,0.1,LOW
128.65,1.02,0,normal,0.2,LOW
122.03,1.0,0,normal,0.0,LOW
171.14,0.98,0,normal,1.19,LOW
149.73,1.01,0,normal,0.1,LOW
653.86,1.06,6,warning_gas,36.31,MEDIUM
684.5,1.04,4,warning_gas,33.55,MEDIUM
157.16,1.01,0,normal,0.44,LOW
131.61,1.0,0,normal,0.0,LOW
157.51,1.01,0,normal,0.45,LOW
129.71,4.08,2,warning_fall,34.8,MEDIUM
135.39,0.98,0,normal,0.2,LOW
167.63,0.97,0,normal,1.13,LOW
563.65,0.97,3,warning_gas,25.77,LOW
193.8,1.05,0,normal,2.56,LOW
155.62,0.99,0,normal,0.36,LOW
173.59,1.01,0,normal,1.21,LOW
121.85,1.04,0,normal,0.4,LOW
159.84,1.0,0,normal,0.46,LOW
159.58,1.0,0,normal,0.45,LOW
132.49,1.01,0,normal,0.1,LOW
166.27,1.03,0,normal,1.07,LOW
127.87,1.08,0,normal,0.8,LOW
103.96,1.01,0,normal,0.1,LOW
148.91,1.03,0,normal,0.3,LOW
151.99,0.99,0,normal,0.19,LOW
921.39,4.69,5,critical,83.2,CRITICAL
116.61,0.96,0,normal,0.4,LOW
833.74,1.01,5,warning_gas,42.28,MEDIUM
628.93,3.0,4,critical,50.54,MEDIUM
166.25,1.03,0,normal,1.06,LOW
615.34,1.01,3,warning_gas,28.0,LOW
115.5,1.0,0,normal,0.0,LOW
187.32,0.98,0,normal,1.96,LOW
164.77,0.94,0,normal,1.3,LOW
151.55,0.98,0,normal,0.27,LOW
133.83,1.03,0,normal,0.3,LOW
148.54,0.99,0,normal,0.1,LOW
799.29,1.03,5,warning_gas,40.85,MEDIUM
134.54,1.02,0,normal,0.2,LOW
503.41,0.99,5,warning_gas,26.73,LOW
136.46,0.97,0,normal,0.3,LOW
174.44,3.88,4,warning_fall,37.95,MEDIUM
143.57,0.96,0,normal,0.4,LOW
905.41,1.0,7,warning_gas,49.55,MEDIUM
691.67,0.98,8,warning_gas,41.69,MEDIUM
938.98,1.05,3,warning_gas,43.63,MEDIUM
136.14,0.99,0,normal,0.1,LOW
501.86,1.06,4,warning_gas,25.16,LOW
168.36,1.01,0,normal,0.96,LOW
720.33,0.98,7,warning_gas,41.04,MEDIUM
150.71,1.07,0,normal,0.73,LOW
134.14,1.03,0,normal,0.3,LOW
696.77,4.9,5,critical,74.73,CRITICAL
401.77,1.03,3,warning_gas,18.15,LOW
135.32,4.44,5,warning_fall,44.4,MEDIUM
152.61,0.96,0,normal,0.52,LOW
161.22,0.99,0,normal,0.63,LOW
165.74,0.95,0,normal,1.24,LOW
141.76,0.96,0,normal,0.4,LOW
761.06,1.01,1,warning_gas,30.86,MEDIUM
138.01,0.91,0,normal,0.9,LOW
495.76,1.04,8,warning_gas,32.67,MEDIUM
161.53,0.95,0,normal,1.04,LOW
664.54,0.97,5,warning_gas,34.51,MEDIUM
679.6,1.0,1,warning_gas,26.92,LOW
158.08,0.99,0,normal,0.48,LOW
141.84,0.96,0,normal,0.4,LOW
138.46,0.99,0,normal,0.1,LOW
147.23,1.03,0,normal,0.3,LOW
140.18,3.1,1,warning_fall,23.0,LOW
690.41,3.75,11,critical,72.93,CRITICAL
191.51,1.0,0,normal,1.95,LOW
145.61,1.01,0,normal,0.1,LOW
131.24,1.0,0,normal,0.0,LOW
166.45,1.03,0,normal,1.07,LOW
880.33,1.03,7,warning_gas,48.67,MEDIUM
150.97,0.96,0,normal,0.45,LOW
163.72,0.98,0,normal,0.85,LOW
139.39,1.05,0,normal,0.5,LOW
154.48,0.96,0,normal,0.61,LOW
169.37,1.01,0,normal,1.01,LOW
138.73,1.03,0,normal,0.3,LOW
108.64,3.34,2,warning_fall,27.4,LOW
174.02,1.01,0,normal,1.23,LOW
154.64,1.03,0,normal,0.52,LOW
749.96,0.93,2,warning_gas,32.93,MEDIUM
147.71,1.03,0,normal,0.3,LOW
111.73,1.01,0,normal,0.1,LOW
150.42,1.01,0,normal,0.12,LOW
165.14,0.98,0,normal,0.91,LOW
187.52,1.01,0,normal,1.87,LOW
150.2,0.98,0,normal,0.21,LOW
166.44,1.01,0,normal,0.87,LOW
642.11,0.97,8,warning_gas,39.46,MEDIUM
834.35,4.43,8,critical,82.5,CRITICAL
96.06,0.92,0,normal,0.8,LOW
836.81,0.97,1,warning_gas,34.62,MEDIUM
134.87,0.97,0,normal,0.3,LOW
728.6,3.87,10,critical,75.93,CRITICAL
136.99,1.0,0,normal,0.0,LOW
853.78,1.08,3,warning_gas,39.92,MEDIUM
167.32,1.0,0,normal,0.82,LOW
109.24,1.0,0,normal,0.0,LOW
154.6,3.23,4,warning_fall,30.52,MEDIUM
167.42,1.02,0,normal,1.02,LOW
145.19,1.04,0,normal,0.4,LOW
119.7,1.03,0,normal,0.3,LOW
799.55,0.99,7,warning_gas,44.67,MEDIUM
146.3,0.98,0,normal,0.2,LOW
145.02,0.99,0,normal,0.1,LOW
127.42,0.99,0,normal,0.1,LOW
155.41,0.96,0,normal,0.65,LOW
156.63,0.97,0,normal,0.61,LOW
182.9,0.98,0,normal,1.75,LOW
155.8,1.02,0,normal,0.47,LOW
168.05,2.6,1,warning_fall,18.85,LOW
865.58,0.99,7,warning_gas,47.77,MEDIUM
192.44,0.96,0,normal,2.4,LOW
145.48,0.95,0,normal,0.5,LOW
166.27,0.98,0,normal,0.97,LOW
126.04,0.99,0,normal,0.1,LOW
130.51,1.01,0,normal,0.1,LOW
153.98,0.99,0,normal,0.29,LOW
763.02,3.99,4,critical,66.75,MEDIUM
167.13,1.02,0,normal,1.01,LOW
153.01,1.01,0,normal,0.24,LOW
882.16,0.98,6,warning_gas,46.65,MEDIUM
175.55,1.01,0,normal,1.3,LOW
179.6,0.96,0,normal,1.79,LOW
139.86,1.0,0,normal,0.0,LOW
698.23,0.99,1,warning_gas,27.9,LOW
160.94,1.03,0,normal,0.81,LOW
139.06,1.02,0,normal,0.2,LOW
118.99,0.96,0,normal,0.4,LOW
139.13,0.97,0,normal,0.3,LOW
136.24,4.39,5,warning_fall,43.9,MEDIUM
145.31,1.0,0,normal,0.0,LOW
179.02,1.0,0,normal,1.37,LOW
156.58,1.01,0,normal,0.41,LOW
138.93,1.03,0,normal,0.3,LOW
149.76,0.99,0,normal,0.1,LOW
143.69,1.0,0,normal,0.0,LOW
162.28,1.04,0,normal,0.98,LOW
131.81,1.04,0,normal,0.4,LOW
198.92,1.0,0,normal,2.3,LOW
179.31,1.01,0,normal,1.48,LOW
763.75,0.97,5,warning_gas,39.18,MEDIUM
180.76,0.98,0,normal,1.65,LOW
187.72,1.01,0,normal,1.88,LOW
178.83,1.0,0,normal,1.36,LOW
151.66,4.18,5,warning_fall,41.88,MEDIUM
151.48,1.03,0,normal,0.37,LOW
143.15,1.0,0,normal,0.0,LOW
